ID,title,descr,author_ID,stock,price,currency_code,genre_ID,isbn13,avg_rating,rating_count,publisher
6719545,The best of Pippi Longstocking,"Children's stories, Swedish--Translations into English ; Girls--Sweden--Juvenile fiction ; Lindgren, Astrid, 1907-2002--Translations into English ; Longstocking, Pippi (Fictitious character)--Juvenile fiction;Children's fiction ; Translations into English",1628,1,44,USD,0,9780192753373,0,0,Oxford University Press
6721293,The silver brumby,Horses--Juvenile fiction;Children's fiction,1879,1,41,USD,0,9780207198625,0,0,Angus & Robertson
6723373,The island of adventure : The castle of adventure,,306,1,38,USD,0,9780330398350,0,0,Macmillan
6724955,Kipper story collection,"Kipper (Fictitious character : Inkpen)--Pictorial works--Juvenile fiction ; Children's stories, English--Pictorial works;Children's fiction ; Pictorial work",1349,1,34,USD,0,9780340716281,0,0,Hodder Children's
6726269,Winnie-the-Pooh story treasury,"Winnie-the-Pooh, (Fictitious character)--Pictorial works--Juvenile fiction ; Children's stories, English--Pictorial works;Children's fiction ; Pictorial work",1871,1,49,USD,0,9780416197594,0,0,Methuen Children's
6726359,The complete Winnie-the-Pooh,,1871,1,19,USD,0,9780416970500,0,0,Methuen Childrens
6726490,The three railway engines,"Children's stories, English ; Steam locomotives--Juvenile fiction ; Thomas, the Tank Engine (Fictitious character)--Juvenile fiction;Children's fiction",120,1,39,USD,0,9780434803774,0,0,Heinemann
6726492,Tank engine Thomas again,"Children's stories, English ; Steam locomotives--Juvenile fiction ; Thomas, the Tank Engine (Fictitious character)--Juvenile fiction;Children's fiction",120,1,45,USD,0,9780434803804,0,0,Heinemann
6727134,Jacqueline Wilson collection,,2879,1,18,USD,0,9780440863779,0,0,Corgi Yearling
6727136,Jacqueline Wilson's double decker,,2879,1,49,USD,0,9780440864141,0,0,Corgi Yearling
6727138,Jacqueline Wilson's biscuit barrel : Cliffhanger and Buried alive,,2879,1,43,USD,0,9780440864639,0,0,Corgi Yearling
6729094,Summer diaries collection,"Children's stories, American ; Wakefield, Elizabeth (Fictitious character)--Fiction ; Wakefield, Jessica (Fictitious character)--Fiction ; Twins--California--Fiction;Fiction",2622,1,31,USD,0,9780553507287,0,0,Bantam
6729471,Collected children's stories,,2170,1,17,USD,0,9780571207565,0,0,Faber
6731331,The Babysitters Club collection 1,"Babysitters Club (Imaginary organization)--Juvenile fiction ; Children's stories, American;Children's fiction",1750,1,21,USD,0,9780590198776,0,0,Hippo
6731332,The Babysitters Club collection 2,"Babysitters Club (Imaginary organization)--Juvenile fiction ; Children's stories, American;Children's fiction",1750,1,20,USD,0,9780590198783,0,0,Hippo
6731361,The R.L. Stine special edition : a triple dose of terror_,,2586,1,49,USD,0,9780590542869,0,0,Scholastic
6731395,The baby-sitters club,,1750,1,46,USD,0,9780590762755,0,0,Hippo
6731701,The faraway tree collection,,306,1,33,USD,0,9780603560736,0,0,Dean
6731702,The family collection,,306,1,35,USD,0,9780603560767,0,0,Dean
6731942,Adventures of the worst witch,,1948,1,47,USD,0,9780670859818,0,0,Viking
6731986,Nightmares,"Fear Street (Imaginary place)--Juvenile fiction ; Children's stories, American ; Horror tales, American;Children's fiction",2586,1,14,USD,0,9780671022983,0,0,Archway
6731987,Secrets : Fear Street: secrets,"Horror tales, American ; Fear Street (Imaginary place)--Fiction ; Young adult fiction, American;Fiction",2586,1,48,USD,0,9780671022990,0,0,Pocket
6734583,The complete adventures of Peter Rabbit,"Benjamin Bunny, (Fictitious character)--Juvenile fiction ; Children's stories, English ; Peter Rabbit, (Fictitious character)--Juvenile fiction;Children's fiction",2181,1,29,USD,0,9780723247340,0,0,Frederick Warne
6734783,The river bank : and other stories from the Wind in the willows,"Animals--Pictorial works--Juvenile fiction ; Children's stories, English--Pictorial works;Pictorial work",1069,1,11,USD,0,9780744544305,0,0,Walker
6734920,The adventures of Dougal,Dogs--Juvenile fiction;Children's fiction,2673,1,24,USD,0,9780747538066,0,0,Bloomsbury
6742814,A bear called Paddington : an omnibus,,312,1,10,USD,0,9780907486947,0,0,Chancellor
6742823,The complete Molesworth,,2855,1,39,USD,0,9780907516491,0,0,Michael Joseph ; Pavilion
6744938,The faraway tree stories,,306,1,46,USD,0,9781405201711,0,0,Egmont
6745228,Alice in Wonderland,"Alice, (Fictitious character from Carroll)--Juvenile fiction ; Nonsense verses, English;Children's fiction",481,1,29,USD,0,9781840114096,0,0,Templar
6745342,Twist cottage,,1294,1,48,USD,0,9781841213743,0,0,Orchard
6745459,A helping of horrid Henry,"Humorous stories, English ; Children's stories, English ; Disorderly conduct--Juvenile fiction ; Boys--Juvenile fiction ; Horrid Henry (Fictitious character)--Juvenile fiction;Children's fiction",2472,1,31,USD,0,9781842550427,0,0,Dolphin
6745460,Bedknobs and broomsticks,"Witches--Juvenile fiction ; Children's stories, English ; Magic--Juvenile fiction ; Time travel--Juvenile fiction;Children's fiction",2016,1,22,USD,0,9781842550724,0,0,Dolphin
6747042,Horrid Henry and the bogey babysitter,"Disorderly conduct--Juvenile fiction ; Children's stories, English ; Humorous stories, English ; Horrid Henry (Fictitious character)--Juvenile fiction;Children's fiction",2472,1,50,USD,0,9781858818269,0,0,Dolphin
6747043,A handful of Horrid Henry,"Children's stories, English ; Horrid Henry (Fictitious character)--Juvenile fiction;Children's fiction",2472,1,12,USD,0,9781858818474,0,0,Dolphin
6747198,The Orchard book of Shakespeare stories,"Children's stories, English ; Shakespeare, William, 1564-1616--Adaptations--Juvenile fiction;Adaptation ; Children's fiction",1776,1,33,USD,0,9781860391613,0,0,Orchard
6889040,The little mermaid,Mermaids--Juvenile fiction;Children's fiction,,1,24,USD,0,9781844220366,0,0,Ladybird
6889849,We all go travelling by,Transportation--Pictorial works--Juvenile fiction ; Colors--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,2298,1,18,USD,0,9781841480237,0,0,Barefoot
6890392,Cracking Codes,Ciphers--Juvenile literature ; Cryptography--Juvenile literature;Children's literature,1484,1,29,USD,0,9780439981842,0,0,Hippo
6890964,That's not my car : its windows are too shiny,Automobiles--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,2799,1,33,USD,0,9780746056622,0,0,Usborne
6892380,The most magnificent mosque,Religions--Relations--Juvenile fiction ; Mosques--Juvenile fiction;Children's fiction,1420,1,49,USD,0,9781845070120,0,0,Frances Lincoln
6897172,Dubious deeds,"Dickens, Eddie (Fictitious character)--Juvenile fiction;Children's fiction",88,1,25,USD,0,9780571217076,0,0,Faber
6897329,The danger,Treasure troves--Juvenile fiction;Adventure ; Children's fiction,1516,1,47,USD,0,9780439507240,0,0,Scholastic
6897886,Indigo's star,Bullying--Juvenile fiction ; Brothers and sisters--Juvenile fiction;Children's fiction,1817,1,49,USD,0,9780340875797,0,0,Hodder Children's
6898237,Step into ancient India,,51,1,28,USD,0,9780754806585,0,0,Lorenz
6898552,Hayley the rain fairy,Fairies--Juvenile fiction;Children's fiction,1831,1,33,USD,0,9781843626381,0,0,Orchard
6898554,Evie the mist fairy,Fairies--Juvenile fiction;Children's fiction,1831,1,25,USD,0,9781843626367,0,0,Orchard
6898569,Crystal the snow fairy,Fairies--Juvenile fiction;Children's fiction,1831,1,45,USD,0,9781843626336,0,0,Orchard
6898789,The pea and the princess,,1101,1,19,USD,0,9780099432333,0,0,Red Fox
6899246,Stanley in space,"Lambchop, Stanley (Fictitious character)--Juvenile fiction;Children's fiction",377,1,18,USD,0,9781405204194,0,0,Egmont
6902413,Curious George rides a bike,Curious George (Fictitious character)--Pictorial works--Juvenile fiction ; Bicycles--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,2263,1,10,USD,0,9781844285075,0,0,Walker
6902805,Mr Cool,Friendship--Juvenile fiction ; Rock groups--Juvenile fiction;Children's fiction,2879,1,11,USD,0,9780753410363,0,0,Kingfisher
6903425,In the attic,Imagination in children--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,2062,1,46,USD,0,9781842703588,0,0,Andersen
6904741,The house at Pooh corner,"Winnie-the-Pooh, (Fictitious character)--Juvenile fiction;Children's fiction",1871,1,11,USD,0,9781405211178,0,0,Egmont
6904743,Winnie-the-Pooh,"Winnie-the-Pooh, (Fictitious character)--Juvenile fiction;Children's fiction",1871,1,28,USD,0,9781405211161,0,0,Egmont
6904750,The cat who wanted to go home,Cats--Juvenile fiction;Children's fiction,2691,1,17,USD,0,9781405210805,0,0,Egmont
6905881,The little Christmas tree,,2324,1,50,USD,0,9781840118322,0,0,Templar
6905950,Thidwick the big-hearted moose,,2435,1,18,USD,0,9780007175178,0,0,Collins
6905953,I had trouble in getting to Solla Sollew,,2435,1,11,USD,0,9780007175154,0,0,Collins
6906402,Me and my family tree,,2625,1,11,USD,0,9780517885970,0,0,Random House
6907041,Painful poison,Poisons--Juvenile literature ; Toxicology--Juvenile literature;Children's literature,98,1,27,USD,0,9780439973618,0,0,Scholastic
6908427,Lionboy,Lions--Juvenile fiction ; Human-animal relationships--Juvenile fiction;Adventure ; Children's fiction,600,1,18,USD,0,9780141317267,0,0,Puffin
6908436,Spot goes to the farm,Farms--Pictorial works--Juvenile fiction ; Spot (Fictitious character)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work ; Toy or moveable book,1246,1,35,USD,0,9780723249993,0,0,Frederick Warne
6910032,A bike for Big-Ears,Noddy (Fictitious character)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,306,1,20,USD,0,9780007163021,0,0,Collins
6913819,Secret Seven win through,Secret Seven (Fictitious characters)--Juvenile fiction;Adventure ; Children's fiction,306,1,16,USD,0,9780340796429,0,0,Hodder Children's
6914016,Where's Spot?,Puppies--Pictorial works--Juvenile fiction ; Spot (Fictitious character)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work ; Toy or moveable book,1246,1,25,USD,0,9780723249672,0,0,Frederick Warne
6914915,Amazing animals : a lift-the-flap book,,2435,1,31,USD,0,9780007169467,0,0,Collins
6916039,"One fish, two fish, red fish, blue fish",,2435,1,38,USD,0,9780007173686,0,0,Collins
6916063,How the Grinch stole Christmas!,Grinch (Fictitious character)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,2435,1,29,USD,0,9780007170241,0,0,HarperCollins
6916206,Captain Underpants slipcase,"Children's stories, English ; Captain Underpants (Fictitious character)--Juvenile fiction;Children's fiction",2158,1,43,USD,0,9780439981675,0,0,Scholastic
6917589,Greedy Zebra,Zebras--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,1960,1,23,USD,0,9780340409121,0,0,Hodder Children's
6917802,One snowy night,Snow--Pictorial works--Juvenile fiction ; Percy (Fictitious character)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,441,1,37,USD,0,9780007169733,0,0,HarperCollins
6917940,Stealer of souls,,1400,1,33,USD,0,9780007137589,0,0,Collins Voyager
6918675,One child one seed,Planting (Plant culture)--South Africa--Pictorial works--Juvenile literature ; Counting--Pictorial works--Juvenile literature ; South Africa--Social life and customs--20th century--Pictorial works--Juvenile literature;Children's literature ; Pictorial work,496,1,47,USD,0,9780711219106,0,0,Frances Lincoln
6919515,Babar and the Wully-Wully,"Babar, (Fictitious character)--Pictorial works--Juvenile fiction ; Pets--Pictorial works--Juvenile fiction ; Elephants--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work",397,1,42,USD,0,9780810943971,0,0,Harry N. Abrams
6920379,Puzzle island,Picture puzzles--Juvenile literature;Children's literature,1587,1,19,USD,0,9780746005965,0,0,Usborne
6921593,Under the stars,Dolphins--Juvenile fiction;Adventure ; Children's fiction ; Diary fiction,672,1,31,USD,0,9781840326451,0,0,Hodder Children's
6922683,I am an Ankylosaurus,Ankylosaurus--Pictorial works--Juvenile literature;Children's literature ; Pictorial work,2776,1,35,USD,0,9780750242516,0,0,Hodder Wayland
6924216,Horrid Henry's joke book,"Horrid Henry (Fictitious character)--Juvenile literature ; Wit and humor, Juvenile;Children's literature",2472,1,27,USD,0,9781842551608,0,0,Dolphin
6926147,Big Bad Wolf is good,,2216,1,36,USD,0,9781862333796,0,0,Gullane Children's
6927935,Boy overboard,Refugees--Australia--Juvenile fiction ; Refugees--Afghanistan--Juvenile fiction ; Large type books;Children's fiction ; Large print,1033,1,46,USD,0,9780754079095,0,0,Chivers Press
6932755,The boy on the beach,Seashore--Pictorial works--Juvenile fiction;Children's fiction,668,1,17,USD,0,9780747546849,0,0,Bloomsbury
6932879,Pigs can't fly!,Swine--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,605,1,29,USD,0,9781854308184,0,0,Little Tiger
6933139,One more sheep,Wolves--Pictorial works--Juvenile fiction ; Sheep--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,1451,1,24,USD,0,9780340805855,0,0,Hodder Children's
6934704,Ramose : prince in exile,Princes--Egypt--Juvenile fiction ; Egypt--History--To 640 A.D--Juvenile literature;Children's fiction ; Children's literature,2854,1,17,USD,0,9781903207932,0,0,Southwood
6935336,Stig of the dump,,1486,1,47,USD,0,9780141380148,0,0,Puffin
6935763,Sideways arithmetic from Wayside School,Mathematical recreations--Juvenile literature ; Wayside School (Imaginary organization)--Juvenile literature;Children's literature,2370,1,49,USD,0,9780747569121,0,0,Bloomsbury
6936642,Where's Jamela?,"Moving, Household--South Africa--Pictorial works--Juvenile fiction ; Jamela (Fictitious character)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work",668,1,15,USD,0,9781845071066,0,0,Frances Lincoln
6936935,Up in heaven,Pet loss--Pictorial works--Juvenile fiction ; Heaven--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,517,1,46,USD,0,9781842703335,0,0,Andersen
6936939,No more teasing,Teasing--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,517,1,43,USD,0,9781842703106,0,0,Andersen
6937230,The Mask of Maliban,Droon (Imaginary place)--Juvenile fiction;Children's fiction ; Fantasy,11,1,42,USD,0,9780439306065,0,0,Scholastic
6937788,Dizzy,Children of divorced parents--Juvenile fiction ; Mothers and daughters--Juvenile fiction;Children's fiction,488,1,28,USD,0,9780141317854,0,0,Puffin
6937807,Whose nose and toes?,Toes--Juvenile literature ; Nose ; Nose--Juvenile literature ; Animals--Juvenile literature;Children's literature,437,1,41,USD,0,9780140569001,0,0,Puffin
6939852,The slippery slope,Orphans--Juvenile fiction;Children's fiction ; Humour or satire,2514,1,13,USD,0,9781405210867,0,0,Egmont
6939853,The otter who wanted to know,Otters--Juvenile fiction;Children's fiction,2691,1,21,USD,0,9781405210829,0,0,Egmont
6940859,Tales from the waterhole,,1067,1,34,USD,0,9780744565935,0,0,Walker
6940874,Kay Thompson's Eloise,Eloise (Fictitious character : Thompson)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,2675,1,45,USD,0,9780743489768,0,0,Simon & Schuster
6941016,The Ironwood tree,Fairies--Juvenile literature;Children's fiction ; Children's literature ; Fantasy,724,1,31,USD,0,9780689837418,0,0,Simon & Schuster
6941389,"One is a snail, ten is a crab : a counting by feet book",Counting--Pictorial works--Juvenile literature ; Seashore--Pictorial works--Juvenile literature;Children's literature ; Pictorial work,2394,1,20,USD,0,9781844281640,0,0,Walker
6943380,Old Peter's Russian tales,Fairy tales--Russia (Federation)--Juvenile literature;Children's literature,2228,1,29,USD,0,9781903252161,0,0,Jane Nissen
6943844,The facts about flirting,"Olsen, Mary-Kate, 1986---Juvenile fiction ; Twins--Juvenile fiction ; Olsen, Ashley, 1986---Juvenile fiction;Children's fiction ; Novel",1432,1,46,USD,0,9780007158836,0,0,HarperCollins
6943917,I spy shapes in art,Geometrical constructions in art--Juvenile literature ; Art appreciation--Juvenile literature;Children's literature,1853,1,28,USD,0,9780007131334,0,0,Collins
6944005,Chess for children,Chess--Juvenile literature;Children's literature,503,1,14,USD,0,9781904600060,0,0,Gambit
6944339,Untitled 3,,1719,1,39,USD,0,9780141380490,0,0,Puffin
6944677,The far side of the loch,Country life--Scotland--Juvenile fiction ; Family--Scotland--Juvenile fiction;Children's fiction,2849,1,18,USD,0,9780064407137,0,0,HarperCollins
6944989,Tarantula,Tarantulas--Juvenile literature;Children's literature,1170,1,46,USD,0,9780431017273,0,0,Heinemann Library
6945549,Farm 123,Domestic animals--Pictorial works--Juvenile literature ; Counting--Pictorial works--Juvenile literature;Children's literature ; Pictorial work,464,1,21,USD,0,9781405020091,0,0,Campbell
6945877,The Orchard book of stories from the ballet,"Ballet--Juvenile fiction ; Children's stories, English;Children's fiction",1797,1,35,USD,0,9781843622987,0,0,Orchard
6946530,The boy with the magic numbers,Fathers and sons--Juvenile fiction;Children's fiction,990,1,17,USD,0,9781842550885,0,0,Dolphin
6946657,Helping Hercules,"Mythology, Greek--Juvenile fiction;Children's fiction",2472,1,19,USD,0,9781842551530,0,0,Dolphin
6947229,Drake & the Elizabethan explorers,"Discoveries in geography--British--History--16th century--Juvenile literature ; Explorers--England--Biography--Juvenile literature ; Drake, Francis, approximately 1540-1596--Juvenile literature;Biography ; Children's literature",1130,1,37,USD,0,9781860074714,0,0,Ticktock
6947551,Because of Winn-Dixie,Southern States--Social life and customs--Juvenile fiction ; Dogs--Juvenile fiction ; Human-animal relationships--Juvenile fiction;Children's fiction,723,1,16,USD,0,9780744583496,0,0,Walker
6947793,Wild Islands,Islands--Juvenile literature ; Castaways--Juvenile literature;Children's literature,984,1,10,USD,0,9780439978682,0,0,Hippo
6948066,The serpent slayer,,2656,1,20,USD,0,9780316387019,0,0,"Little, Brown"
6948644,Harry and the snow king,Snow--Pictorial works--Juvenile fiction ; Winter--Pictorial works--Juvenile fiction;Children's fiction,2841,1,23,USD,0,9781862331594,0,0,David & Charles Children's
6949257,Harry and the treasure of Eddie Carver,,2660,1,33,USD,0,9780439981927,0,0,Scholastic
6949262,The plague house,Twins--Juvenile fiction ; Plague--England--History--Juvenile fiction;Children's fiction ; Ghost story,1286,1,15,USD,0,9780439977241,0,0,Scholastic
6949274,I'm too fond of my fur!,Geronimo Stilton (Fictitious character)--Juvenile fiction;Children's fiction,,1,39,USD,0,9780439559669,0,0,Scholastic
6949275,Cat and mouse in a haunted house,Geronimo Stilton (Fictitious character)--Juvenile fiction;Children's fiction,,1,19,USD,0,9780439559652,0,0,Scholastic
6949277,The curse of the Cheese Pyramid,Geronimo Stilton (Fictitious character)--Juvenile fiction;Children's fiction,,1,17,USD,0,9780439559645,0,0,Scholastic
6949295,Lost treasure of the emerald eye,Geronimo Stilton (Fictitious character)--Juvenile fiction;Children's fiction,,1,41,USD,0,9780439559638,0,0,Scholastic
6949299,Under the Serpent Sea,Droon (Imaginary place)--Juvenile fiction;Children's fiction ; Fantasy,11,1,19,USD,0,9780439207867,0,0,Scholastic
6949881,The colour of home,Homesickness--Pictorial works--Juvenile fiction ; Refugees--Somalia--Pictorial works--Juvenile fiction ; Refugees--Great Britain--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,1269,1,21,USD,0,9780711219915,0,0,Frances Lincoln
6950192,Ballet shoes,Ballet--Juvenile fiction;Children's fiction,2604,1,35,USD,0,9781842552476,0,0,Orion
6950754,Muddle Farm,Farms--Pictorial works--Juvenile fiction ; Domestic animals--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,2402,1,12,USD,0,9781405020145,0,0,Campbell
6950994,Anything for you,,2775,1,23,USD,0,9780140569261,0,0,Puffin
6950995,Red rockets and rainbow jelly,Colors--Pictorial works--Juvenile fiction ; Friendship--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,1210,1,16,USD,0,9780140567854,0,0,Puffin
6951022,Boys and girls forever : children's classics from Cinderella to Harry Potter,,1683,1,48,USD,0,9780099453895,0,0,Vintage
6951333,Harry Potter and the prisoner of Azkaban,"Wizards--Juvenile fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary place)--Juvenile fiction ; Potter, Harry, (Fictitious character)--Juvenile fiction;Children's fiction ; Fantasy",2348,1,26,USD,0,9780747573760,0,0,Bloomsbury
6951964,"Hassles, heart-pings! and sad, happy endings",Teenage girls--Juvenile fiction ; Ally (Fictitious character : McCombie)--Juvenile fiction;Children's fiction,1802,1,10,USD,0,9780439978606,0,0,Scholastic
6951965,"Frankie, Peaches & me",Seaside resorts--England--Juvenile fiction;Children's fiction,1802,1,14,USD,0,9780439973427,0,0,Scholastic
6952953,Zombie bums from Uranus,,1103,1,41,USD,0,9780330436809,0,0,Macmillan
6953713,Pippi Longstocking,"Longstocking, Pippi (Fictitious character)--Juvenile fiction;Children's fiction",1628,1,12,USD,0,9780140308945,0,0,Penguin
6953942,The three little pigs,Wolves--Pictorial works--Juvenile fiction ; Swine--Pictorial works--Juvenile fiction;Children's fiction ; Folk tale or fairy tale ; Pictorial work,1928,1,13,USD,0,9780316585446,0,0,"Little, Brown"
6953975,The last basselope : one ferocious story,Safari's--Pictorial works--Juvenile fiction;Adventure ; Children's fiction ; Pictorial work,346,1,11,USD,0,9780316126649,0,0,Warner
6954954,Fat boy swim,Scotland--Juvenile fiction ; Overweight children--Juvenile fiction ; Swimming--Juvenile fiction;Children's fiction,926,1,14,USD,0,9780582848900,0,0,Longman
6955599,Degas and the little dancer : a story about Edgar Degas,"Ballet--Juvenile fiction ; Degas, Edgar, 1834-1917--Juvenile fiction;Children's fiction",79,1,10,USD,0,9780711221574,0,0,Frances Lincoln
6955613,Camille and the sunflowers : a story about Vincent van Gogh,"Painting--Netherlands--Pictorial works--Juvenile fiction ; Gogh, Vincent van, 1853-1890--Juvenile fiction;Children's fiction ; Pictorial work",79,1,38,USD,0,9780711221567,0,0,Frances Lincoln
6956362,Eddie's garden and how to make things grow,Gardening--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,992,1,38,USD,0,9781845070151,0,0,Frances Lincoln
6956436,Measle and the Wrathmonk,Railroads--Models--Juvenile fiction ; Locomotives--Models--Juvenile fiction ; Wizards--Juvenile fiction ; Orphans--Juvenile fiction ; Magic--Juvenile fiction;Children's fiction,2043,1,38,USD,0,9780192719522,0,0,Oxford University Press
6956847,Mirror me! : a mirror book,Face--Pictorial works--Juvenile literature ; Toy and movable books--Specimens;Children's literature ; Pictorial work ; Specimen,29,1,28,USD,0,9780439973274,0,0,Scholastic
6957156,The Christmas mystery,,975,1,18,USD,0,9781842552827,0,0,Dolphin
6958393,The donkey's Christmas song,Animals--Juvenile fiction ; Christmas--Juvenile fiction ; Animal sounds--Juvenile fiction ; Jesus Christ--Nativity--Juvenile fiction;Children's fiction,2638,1,29,USD,0,9780439273138,0,0,Scholastic
6959106,"Giggle, giggle, quack",Domestic animals--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,636,1,33,USD,0,9780743490092,0,0,Pocket
6959177,Once upon a time,Reading--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,668,1,22,USD,0,9780711219939,0,0,Frances Lincoln
6959184,Felix Salten's Bambi,Deer--Juvenile fiction ; Bambi (Fictitious character)--Juvenile fiction;Children's fiction,2407,1,41,USD,0,9780689860744,0,0,Simon & Schuster
6960361,Meg and Mog,Magic--Pictorial works--Juvenile fiction ; Mog (Fictitious character : Nicoll)--Pictorial works--Juvenile fiction ; Meg (Fictitious character : Nicoll)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,1998,1,32,USD,0,9780141380599,0,0,Puffin
6960390,Harriet the spy,,908,1,47,USD,0,9780007155026,0,0,Collins
6960528,The ant or the grasshopper?,Aesop's fables--Adaptations;Adaptation ; Children's fiction ; Novel,1922,1,12,USD,0,9780743222471,0,0,Scribner
6960588,"Captain Underpants and the big, bad battle of the Bionic Booger Boy. Part 2. The revenge of the ridiculous robo-boogers",,2158,1,17,USD,0,9780439977722,0,0,Scholastic
6960648,Little book of fun,"Pleasure--Pictorial works--Juvenile literature ; Happiness--Pictorial works--Juvenile literature ; Wishes, Felicity (Fictitious character)--Pictorial works--Juvenile literature;Children's literature ; Pictorial work",2677,1,32,USD,0,9780340881866,0,0,Hodder Children's
6960811,Family fan club,Sisters--Juvenile fiction;Children's fiction,2728,1,37,USD,0,9780007172375,0,0,HarperCollins
6960874,"What shall we do, Blue Kangaroo?",Blue Kangaroo (Fictitious character)--Pictorial works--Juvenile fiction ; Lily (Fictitious character : Chichester-Clark)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,517,1,43,USD,0,9780007161942,0,0,HarperCollins
